judul_film,genre,tahun_rilis,sutradara
5 Cowok Jagoan: Rise of the Zombies,"
Action, Comedy            ",2017,Anggy Umbara
Hantu Jeruk Purut Reborn,"
Horror            ",2017,Nayato Fio Nuala
Iqro: Petualangan Meraih Bintang,"
Adventure, Drama, Family            ",2017,Iqbal Alfajri
London Love Story 2,"
Drama, Romance            ",2017,Asep Kusdinar
Security Ugal-Ugalan,"
Action, Comedy            ",2017,Irham Acho Bahtiar
Promise,"
Comedy, Drama, Romance            ",2017,Asep Kusdinar
Mars Met Venus (Part Cowo),"
Comedy, Romance            ",2017,Hadrah Daeng Ratu
Naura & the Champions,"
Adventure, Drama, Family            ",2017,Eugene Panji
10: The Secret Mission,"
Action, Crime, Drama            ",2017,Helfi C.H. Kardit
Zodiac: Apa Bintangmu?,"
Comedy, Romance            ",2017,Dinna Jasanti
Valentine,"
Action            ",2017,Agus Hermansyah Mawardy
Moammar Emka's Jakarta Undercover,"
Drama, Romance            ",2017,Fajar Nugros
Snakes & Ladder,"
Horror, Thriller            ",2017,Arie Azis
Kartini: Princess of Java,"
Biography, Drama, Family            ",2017,Hanung Bramantyo
Marlina the Murderer in Four Acts,"
Drama, Thriller, Western            ",2017,Mouly Surya
The Heaven None Missed 2,"
Drama, Romance            ",2017,Hanung Bramantyo
Mantan,"
Drama, Romance            ",2017,Svetlana Dea
BFF Best Friends Forever,"
Comedy            ",2017,Estelle Linden
The Doll 2,"
Horror, Thriller            ",2017,Rocky Soraya
Critical Eleven,"
Drama, Romance            ",2017,Robert Ronny
Demi Cinta,"
Comedy            ",2017,Azhar Kinoi Lubis
Galih dan Ratna,"
Drama, Romance            ",2017,Lucky Kuswandi
Danur,"
Horror            ",2017,Awi Suryadi
"Trinity, The Nekad Traveler","
Adventure, Drama, Romance            ",2017,Rizal Mantovani
The Curse,"
Horror            ",2017,Muhammad Yusuf
Bukaan 8,"
Comedy, Drama            ",2017,Angga Dwimas Sasongko
Pertaruhan,"
Action, Crime            ",2017,Krishto D. Alam
The 3rd Eye,"
Drama, Fantasy, Horror            ",2017,Rocky Soraya
Perfect Dream,"
Drama            ",2017,Hestu Saputra
The Guys,"
Comedy, Romance            ",2017,Raditya Dika
Mars Met Venus (Part Cewe),"
Comedy, Romance            ",2017,Hadrah Daeng Ratu
Night Bus,"
Crime, Thriller            ",2017,Emil Heradi
Labuan Hati,"
Drama, Romance            ",2017,Lola Amaria
A Diary of Letters to God,"
Adventure, Drama, Fantasy            ",2017,Fajar Bustomi
Rafathar,"
Action, Adventure, Comedy            ",2017,Bounty Umbara
Baracas: Barisan Anti Cinta Asmara,"
Comedy, Drama            ",2017,Pidi Baiq
The Carousel Never Stops Turning,"
Drama, Thriller            ",2017,Ismail Basbeth
Sweet Twenty,"
Comedy, Fantasy, Music            ",2017,Ody C. Harahap
Jailangkung,"
Horror            ",2017,Rizal Mantovani
Satan's Slaves,"
Drama, Horror, Mystery            ",2017,Joko Anwar
Dear Nathan,"
Drama, Romance            ",2017,Indra Gunawan
Insya Allah Sah,"
Comedy            ",2017,Benni Setiawan
Stip & Pensil,"
Comedy            ",2017,Ardy Octaviand
"A: Me, Hate and Love","
Drama, Romance            ",2017,Rizki Balki
Verses of Love 2,"
Drama, Romance            ",2017,Guntur Soeharjanto
Filosofi Kopi 2: Ben & Jody,"
Adventure, Drama            ",2017,Angga Dwimas Sasongko
Berangkat!,"
Adventure, Comedy, Drama            ",2017,Naya Anindita
The Underdogs,"
Comedy            ",2017,Adink Liwutang
12:06 Rumah Kucing,"
Horror            ",2017,Chiska Doppert
Warkop DKI Reborn: Jangkrik Boss Part 2,"
Adventure, Comedy            ",2017,Anggy Umbara
Hide and Seek Minako,"
Horror            ",2017,Billy Christian
The Seen and Unseen,"
Drama            ",2017,Kamila Andini
Silariang the Movie,"
Drama            ",2017,Wisnu Adi
Jomblo,"
Comedy            ",2017,Hanung Bramantyo
Ruqyah: The Exorcism,"
Horror            ",2017,Jose Poernomo
Duka Sedalam Cinta,"
Drama            ",2017,Firman Syah
Suhu Beku: The Movie,"
Drama            ",2017,Rusmin Nuryadin
Hantu Gunung Kawi,"
Horror            ",2017,Nayato Fio Nuala
After School Horror 2,"
Horror            ",2017,Nayato Fio Nuala
Gasing Tengkorak,"
Horror, Thriller            ",2017,Jose Poernomo
Keluarga Tak Kasat Mata,"
Horror            ",2017,Hedy Suryawan
They Who Are Not Seen,"
Horror            ",2017,Billy Christian
One Fine Day,"
Drama, Romance            ",2017,Asep Kusdinar
KAILI: Karena Aku Ingin Kembali,"
Drama            ",2017,Andi Syahwal Mattuju
Possesive,"
Drama, Romance            ",2017,Edwin
Si Juki,"
Animation, Adventure, Comedy            ",2017,Faza Meonk
Surat Cinta Untuk Starla the Movie,"
Drama, Romance            ",2017,Rudi Aryanto
Wage,"
Biography, Drama, History            ",2017,John de Rantau
Hujan Bulan Juni,"
Drama, Romance            ",2017,Hestu Saputra
My Generation,"
Drama            ",2017,Upi Avianto
Chrisye,"
Biography, Drama            ",2017,Rizal Mantovani
Satu Hari Nanti,"
Drama, Romance            ",2017,Salman Aristo
Susah Sinyal,"
Comedy, Drama, Family            ",2017,Ernest Prakasa
Mooncake Story,"
Drama            ",2017,Garin Nugroho
Merah Putih Memanggil,"
Action            ",2017,Mirwan Suwarso
Posesif,"
Comedy, Romance            ",2017,NA
Membabi Buta,"
Thriller            ",2017,Joel Fadli
Suami Untuk Mak,"
Comedy, Drama, Family            ",2017,Yosua Rocky
Satria Heroes: Revenge of the Darkness,"
Action, Adventure, Drama            ",2017,Kenzô Maihara
Mau Jadi Apa?,"
Comedy, Drama            ",2017,Soleh Solihun
5 PM (Lima Penjuru Masjid),"
Drama            ",2018,Humar Hadi
Villa Berdarah,"
Horror            ",2018,Bambang Drias
Baby Occult: Baby Tumbal Baby Die,"
Horror            ",2018,Rizal Mantovani
Nini Thowok,"
Horror            ",2018,Erwin Arnada
Assalamualaikum Calon Imam,"
Drama, Romance            ",2018,Findo Purwono
EL: The Movie,"
Drama, Romance            ",2018,Findo Purwono
Mata Dewa,"
Drama, Sport            ",2018,Andibachtiar Yusuf
Kembang Kantil,"
Horror            ",2018,Ubay Fox
London Love Story 3,"
Drama, Romance            ",2018,Asep Kusdinar
Seruan Setan,"
Horror            ",2018,Findo Purwono
Hong Kong Runaway,"
Adventure, Comedy            ",2018,Eric Satyo
The Secret: Suster Ngesot Urban Legend,"
Horror            ",2018,Raffi Ahmad
Get Lost: Urban Legend di Benteng Pendem,"
Horror            ",2018,Chiska Doppert
If This Is My Story,"
Drama            ",2018,Djenar Maesa Ayu
"Love Reborn: Comics, Music & Stories of the Past","
Comedy, Drama, Romance            ",2018,Jay Sukmo
Maipa Deapati & Datu Museng (The Hero,"
History            ",2018,Rere Art2tonic
Bluebell,"
Drama            ",2018,Muhammad Yusuf
Message Man,"
Action, Crime, Thriller            ",2018,Corey Pearson
Rumah Belanda,"
Horror            ",2018,Hedy Suryawan
Pai kau,"
Drama, Mystery            ",2018,Sidi Saleh
The Night Comes for Us,"
Action, Thriller            ",2018,Timo Tjahjanto
212 Warrior,"
Action, Adventure, Comedy            ",2018,Angga Dwimas Sasongko
Daysleepers,"
Drama, Romance            ",2018,Paul Agusta
Buffalo Boys,"
Action, Drama, History            ",2018,Mike Wiluan
Skull,"
Action, Mystery, Sci-Fi            ",2018,Yusron Fuadi
Meet Me After Sunset,"
Drama, Romance            ",2018,Danial Rifki
Tealight,"
Drama, Mystery, Romance            ",2018,Gemadipada
Dilan 1990,"
Drama, Romance            ",2018,Pidi Baiq
Cemara's Family,"
Drama, Family            ",2018,Yandy Laurens
Eiffel I'm in Love 2,"
Comedy, Drama, Romance            ",2018,Rizal Mantovani
Revan & Reina,"
Drama, Romance            ",2018,Andreas Sullivan
Danur 2: Maddah,"
Horror            ",2018,Awi Suryadi
Sabrina,"
Horror, Thriller            ",2018,Rocky Soraya
Yowis Band,"
Comedy, Drama, Musical            ",2018,Fajar Nugros
Partikelir,"
Action, Comedy, Crime            ",2018,Pandji Pragiwaksono
Benyamin the Troublemaker,"
Comedy            ",2018,Hanung Bramantyo
Love for Sale,"
Drama, Romance            ",2018,Andibachtiar Yusuf
Petualangan Menangkap Petir,"
Adventure, Comedy, Drama            ",2018,Kuntz Agus
Kulari ke Pantai,"
Adventure, Comedy, Family            ",2018,Riri Riza
#FriendsButMarried,"
Biography, Comedy, Drama            ",2018,Rako Prijanto
Arini,"
Drama            ",2018,Ismail Basbeth
Moonrise Over Egypt,"
History            ",2018,Pandu Adi Putra
Kenapa Harus Bule?,"
Comedy, Drama, Romance            ",2018,Andri Cung
Milly & Mamet,"
Comedy, Drama            ",2018,Ernest Prakasa
Alles Goed: From Gunung Kidul to Europe,"
Biography, Comedy, Drama            ",2018,Wahyu F. Riyanto
Jelita Sejuba: Mencintai Kesatria Negara,"
Drama, Romance            ",2018,Ray Nayoan
Serendipity,"
Drama            ",2018,Indra Gunawan
Gila Lu Ndro,"
Comedy            ",2018,Herwin Novianto
Terbang: Menembus Langit,"
Biography, Drama            ",2018,Fajar Nugros
Reunion Z,"
Comedy, Horror            ",2018,Soleh Solihun
Ananta,"
Comedy, Drama, Romance            ",2018,Rizki Balki
Offering,"
Horror            ",2018,Hanny Saputra
Alas Pati: Hutan Mati,"
Adventure, Horror, Thriller            ",2018,Jose Poernomo
The Gift,"
Drama            ",2018,Hanung Bramantyo
Lima,"
Drama            ",2018,Harvan Agustriansyah
Target,"
Comedy, Thriller            ",2018,Raditya Dika
Jailangkung 2,"
Horror            ",2018,Rizal Mantovani
Insya Allah Sah 2,"
Action, Comedy            ",2018,Anggy Umbara
The Chanting Revisited,"
Comedy, Family, Horror            ",2018,Rizal Mantovani
Kafir: A Deal with the Devil,"
Drama, Horror, Mystery            ",2018,Azhar Kinoi Lubis
Bodyguard Ugal-Ugalan,"
Comedy            ",2018,Irham Acho Bahtiar
Koki-Koki Cilik,"
Comedy, Drama, Family            ",2018,Ifa Isfansyah
Rasuk,"
Horror            ",2018,Ubay Fox
"R: Raja, Ratu, & Rahasia","
Drama            ",2018,Findo Purwono
22 Menit,"
Action, Drama, Thriller            ",2018,Eugene Panji
Aib #Cyberbully,"
Horror            ",2018,Damita Argobie
Tumbal: The Ritual,"
Horror            ",2018,Mawar Eva de Jongh
Si Doel: The Movie,"
Drama, Romance            ",2018,Rano Karno
Dimsum Martabak,"
Comedy, Romance            ",2018,Andreas Sullivan
Jaran Goyang,"
Horror            ",2018,Findo Purwono
Nyanyian Anak,"
Family, Musical            ",2018,Bayu Oktara
Rocker Balik Kampung,"
Comedy, Drama            ",2018,Uli Rahman
Sara & Fei: Stadhuis Schandaal,"
Drama            ",2018,Adisoerya Abdi
13: The Haunted,"
Horror            ",2018,Rudy Soedjarwo
DOA (Doyok-Otoy-Ali Oncom): Cari Jodoh,"
Comedy            ",2018,Anggy Umbara
What Lies Within,"
Drama, Romance            ",2018,Rudi Aryanto
May the Devil Take You,"
Horror, Mystery, Thriller            ",2018,Timo Tjahjanto
Kasinem Is Coming,"
Comedy, Drama            ",2018,Hasto Broto
Gentayangan,"
Horror            ",2018,Shyam Ramsay
Rompis,"
Drama, Romance            ",2018,Monty Tiwa
Lost,"
Horror            ",2018,Sammaria Simanjuntak
"Sultan Agung: Tahta, Perjuangan, Cinta","
Action, Drama, History            ",2018,Hanung Bramantyo
Cinta sama dengan Cindolo Na Tape,"
Comedy, Drama            ",2018,Andi Burhamzah
Jejak Cinta,"
Drama            ",2018,Tarmizi Abka
Bisikan Iblis,"
Horror            ",2018,Hanny Saputra
Belok Kanan Barcelona,"
Adventure, Comedy, Drama            ",2018,Guntur Soeharjanto
Udah Putusin Aja!,"
Drama            ",2018,Rolly Subhandani
Aruna & Her Palate,"
Drama            ",2018,Edwin
Memories of My Body,"
Drama            ",2018,Garin Nugroho
Something in Between,"
Drama, Fantasy, Romance            ",2018,Asep Kusdinar
Ready Bro!,"
Comedy            ",2018,Ody C. Harahap
Asih,"
Horror            ",2018,Awi Suryadi
Sakral,"
Horror            ",2018,Tema Patrosza
Baco Becce,"
Comedy            ",2018,Syahrir Arsyad Dini
Arwah Tumbal Nyai the Trilogy: Part Arwah,"
Horror            ",2018,Arie Azis
3 Dara 2,"
Comedy, Drama, Fantasy            ",2018,Monty Tiwa
Suzzana: Buried Alive,"
Comedy, Drama, Horror            ",2018,Rocky Soraya
Menunggu Pagi,"
Drama            ",2018,Teddy Soeriaatmadja
Kesempatan Kedu(d)a,"
Comedy, Drama            ",2018,Awi Suryadi
Dancing in the Rain,"
Drama, Family, Fantasy            ",2018,Rudi Aryanto
Micin Generation,"
Comedy, Drama            ",2018,Fajar Nugros
Dear Nathan Hello Salma,"
Drama, Romance            ",2018,Indra Gunawan
Jaga Pocong,"
Horror            ",2018,Hadrah Daeng Ratu
Asal Kau Bahagia,"
Drama, Romance            ",2018,Rako Prijanto
Keira,"
Drama            ",2018,Harry Dagoe
The Returning,"
Horror            ",2018,Witra Asliga
Tujuh Bidadari,"
Horror            ",2018,Muhammad Yusuf
Hanum & Rangga,"
Drama, Romance            ",2018,Benni Setiawan
Wahana Rumah Hantu,"
Adventure, Horror            ",2018,Anto Lupus
A Man Called Ahok,"
Biography, Drama            ",2018,Putrama Tuta
Mama Mama Jagoan,"
Comedy, Drama            ",2018,Sidi Saleh
Dongeng Mistis,"
Horror            ",2018,Orizon Astonia
Ave Maryam,"
Drama, Romance            ",2018,Robby Ertanto
Arwah Tumbal Nyai the Trilogy: Part Nyai,"
Horror            ",2018,Arie Azis
Namamu Kata Pertamaku,"
Drama            ",2018,Syahrir Arsyad Dini
Wengi: Anak Mayit,"
Horror            ",2018,Nayato Fio Nuala
Fit in with the App,"
Comedy            ",2018,Adink Liwutang
Silam,"
Horror            ",2018,Jose Poernomo
Tusuk Jelangkung di Lubang Buaya,"
Horror            ",2018,Erwin Arnada
212: The Power of Love,"
Drama, History            ",2018,Jastis Arimba
27 Steps of May,"
Drama            ",2018,Ravi L. Bharwani
Death Whisper,"
Drama, Horror, Mystery            ",2019,Awi Suryadi
My Stupid Boss 2,"
Adventure, Comedy            ",2019,Upi Avianto
Suporter Masuk Pesantren,"
Comedy, Drama            ",2019,Quraisy Mathar
Humba Dreams,"
Drama            ",2019,Riri Riza
Bumi Itu Bulat,"
Drama            ",2019,Ron Widodo
MeloDylan,"
Drama            ",2019,Fajar Nugros
Mantan Manten,"
Drama, Romance            ",2019,Farishad I. Latjuba
Pocong the Origin,"
Adventure, Horror            ",2019,Monty Tiwa
If I Were You,"
Comedy, Drama            ",2019,Guntur Soeharjanto
Arwah Noni Belanda,"
Horror            ",2019,Agus Pestol
Cult,"
Horror            ",2019,William Chandra
Single 2,"
Comedy, Romance            ",2019,Raditya Dika
"Kajeng Kliwon, Nightmare in Bali","
Horror            ",2019,Bambang Drias
The Captain,"
Action, Adventure, Drama            ",2019,Andrew Lau
Pariban: Idola dari Tanah Jawa,"
Comedy, Drama            ",2019,Andibachtiar Yusuf
Sukep: The Movie,"
Comedy, Drama            ",2019,Akil Wasa
Ambu,"
Drama            ",2019,Farid Dermawan
Roh Fasik,"
Horror            ",2019,Ubay Fox
Jack,"
Comedy, Drama            ",2019,Ainun Ridho
The Lawyers: Pokrol Bambu,"
Comedy, Drama            ",2019,Dicky Chandra
Kuntilanak 2,"
Horror            ",2019,Rizal Mantovani
Ghost Writer,"
Comedy, Drama, Horror            ",2019,Bene Dion Rajagukguk
#Malam Jumat: The Movie,"
Horror            ",2019,Hadrah Daeng Ratu
Si Doel the Movie 2,"
Drama, Romance            ",2019,Rano Karno
Down Swan,"
Drama            ",2019,Fuad Akbar
Hit & Run,"
Action, Comedy            ",2019,Ody C. Harahap
Mendadak Kaya,"
Comedy            ",2019,Anggy Umbara
Rumah Kentang: The Beginning,"
Drama, Horror, Mystery            ",2019,Rizal Mantovani
Susi Susanti: Love All,"
Biography, Drama, Sport            ",2019,Sim F.
Mountain Song,"
Drama            ",2019,Yusuf Radjamuda
Doremi & You,"
Drama, Family, Music            ",2019,B.W. Purba Negara
Rumah Merah Putih,"
Drama, Family            ",2019,Ari Sihasale
Koki-Koki Cilik 2,"
Comedy, Drama, Family            ",2019,Viva Westi
Sabyan Menjemput Mimpi,"
Drama, Family, Musical            ",2019,Alim Ishaq
Anak Muda Palsu,"
Comedy            ",2019,Ihdar Nur
Follow Me to Hell,"
Horror            ",2019,Azhar Kinoi Lubis
Iqro: My Universe,"
Drama, Family, Sci-Fi            ",2019,Iqbal Alfajri
Two Blue Stripes,"
Drama, Family            ",2019,Ginatri S. Noer
Wedding Agreement,"
Drama, Romance            ",2019,Archie Hekagery
Koboy Kampus,"
Comedy, Drama, Musical            ",2019,Pidi Baiq
Ajari Aku Islam,"
Drama            ",2019,Deni Pusung
This Earth of Mankind,"
Drama, History            ",2019,Hanung Bramantyo
The Fugitive,"
Drama, History            ",2019,Richard Oh
Twivortiare,"
Drama, Romance            ",2019,Benni Setiawan
Kutuk,"
Horror            ",2019,Rudi Aryanto
Pintu Merah,"
Horror            ",2019,Noviandra Santosa
Uka-Uka the Movie: Nini Tulang,"
Horror            ",2019,Ubay Fox
Dilarang Menyanyi di Kamar Mandi,"
Comedy, Drama            ",2019,John de Rantau
Bridezilla,"
Comedy, Drama            ",2019,Andibachtiar Yusuf
Suwung,"
Horror            ",2019,Hamka Winovan
Mahasiswi Baru,"
Comedy, Drama            ",2019,Monty Tiwa
Eggnoid: Love & Time Portal,"
Drama, Fantasy, Romance            ",2019,Naya Anindita
99 Names of Love,"
Drama, Family, Romance            ",2019,Danial Rifki
Suami yang Menangis,"
Drama            ",2019,Farid Ongky
Lorong,"
Horror, Thriller            ",2019,Hestu Saputra
Love for Sale 2,"
Drama, Romance            ",2019,Andibachtiar Yusuf
Kiko in the Deep Sea,"
Animation, Adventure            ",2019,Sally Wongso
Love is Blind,"
Comedy, Drama, Romance            ",2019,Rachmania Arunita
Jeritan Malam,"
Horror            ",2019,Rocky Soraya
Makmum,"
Horror            ",2019,Hadrah Daeng Ratu
Mengejar Surga,"
Drama            ",2019,Bambang Drias
Ritual,"
Horror            ",2019,Findo Purwono
The Science of Fictions,"
Drama            ",2019,Yosep Anggi Noen
Zeta: When the Dead Awaken,"
Action, Horror            ",2019,Amanda Iswan
The Queen of Black Magic,"
Horror, Mystery, Thriller            ",2019,Kimo Stamboel
Warkop DKI Reborn 3,"
Adventure, Comedy            ",2019,Rako Prijanto
Glorious Days,"
Comedy, Musical            ",2019,Riri Riza
Sin: When Your Lover is a Sibling,"
Drama, Romance            ",2019,Herwin Novianto
#MoveOnAja,"
Comedy, Drama            ",2019,Hestu Saputra
Lampor: The Flying Coffin,"
Drama, Horror, Mystery            ",2019,Guntur Soeharjanto
Danur 3: Sunyaruri,"
Horror            ",2019,Awi Suryadi
Pretty Boys,"
Comedy, Drama            ",2019,Tompi
Return of the Devil's Child,"
Horror            ",2019,Rudy Soedjarwo
Bike Boyz,"
Comedy, Drama            ",2019,Aris Nugraha
Kapal Goyang Kapten,"
Comedy, Drama            ",2019,Raymond Handaya
"6,9 Detik","
Biography, Drama, Sport            ",2019,Lola Amaria
Horas Amang: Tiga Bulan Untuk Selamanya,"
Comedy, Drama            ",2019,Irham Acho Bahtiar
Hayya: The Power of Love 2,"
Drama            ",2019,Jastis Arimba
Martabak Bangka,"
Drama            ",2019,Eman Pradipta
Habibie & Ainun 3,"
Biography, Drama, Romance            ",2019,Hanung Bramantyo
Imperfect,"
Comedy, Drama, Family            ",2019,Ernest Prakasa
Inem Pelayan Seksi New,"
Comedy            ",2019,Hasto Broto
I Don't Believe You Died,"
Horror, Mystery            ",2019,Wimbadi J.P.
Bangkitnya Mayit: The Dark Soul,"
Horror            ",2019,Dicky Chandra
Senior,"
Drama            ",2019,Indra Gunawan
Kelam,"
Horror            ",2019,Erwin Arnada
Bloodlust Beauty,"
Horror            ",2019,Anggy Umbara
Trinity Traveler,"
Adventure, Drama, Romance            ",2019,Rizal Mantovani
Zharfa,"
Drama            ",2019,Ruli Wanisar
Abracadabra,"
Comedy, Drama            ",2019,Faozan Rizal
Love Is A Bird,"
Drama            ",2019,Richard Oh
Darah Daging,"
Action, Crime, Drama            ",2019,Sarjono Sutrisno
Nightmare Side: Delusional,"
Horror            ",2019,Joel Fadly
Homecoming,"
Drama            ",2019,Adriyanto Dewo
Rembulan Tenggelam di Wajahmu,"
Drama            ",2019,Danial Rifki
Mecca I'm Coming,"
Comedy, Drama            ",2019,Jeihan Angga
Wening,"
Drama, Thriller            ",2019,Agus Pestol
Bhàko: The Golden Leaf,"
Drama            ",2019,Alif Septian
The Meeting,"
Thriller            ",2019,Ferry Lesmana
Gundala,"
Action, Adventure, Drama            ",2019,Joko Anwar
The Dogs,"
Drama            ",2019,Dean Yamada
The 3rd Eye 2,"
Drama, Fantasy, Horror            ",2019,Rocky Soraya
Impetigore,"
Drama, Horror, Mystery            ",2019,Joko Anwar
Say I Love You,"
Drama            ",2019,Faozan Rizal
Tabu: Mengusik Gerbang Iblis,"
Horror            ",2019,Angling Sagaran
Perjanjian dengan Iblis,"
Horror            ",2019,Ardy Octaviand
Newly Rich,"
Comedy, Drama, Family            ",2019,Ody C. Harahap
Tembang Lingsir,"
Horror            ",2019,Rizal Mantovani
DreadOut,"
Adventure, Fantasy, Horror            ",2019,Kimo Stamboel
Lagi-Lagi Ateng,"
Comedy, Family            ",2019,Monty Tiwa
Matt & Mou,"
Comedy, Drama, Romance            ",2019,Monty Tiwa
After Met You,"
Drama            ",2019,Patrick Effendy
Terimakasih Cinta,"
Drama            ",2019,Tema Patrosza
PSP: Gaya Mahasiswa,"
Comedy            ",2019,Hilman Mutasi
Preman Pensiun,"
Comedy, Crime, Drama            ",2019,Aris Nugraha
Laundry Show,"
Comedy, Drama            ",2019,Rizki Balki
The Way I Love You,"
Drama            ",2019,Rudi Aryanto
Too Handsome to Handle,"
Comedy, Drama            ",2019,Sabrina Rochelle Kalangie
Satu Suro,"
Horror            ",2019,Anggy Umbara
An Anthology of Fellings,"
Drama            ",2019,Rizal Mantovani
Calon Bini,"
Comedy, Drama            ",2019,Asep Kusdinar
Kain Kafan Hitam,"
Horror            ",2019,Yudhistira Bayuadji
Dilan 1991,"
Drama, Romance            ",2019,Pidi Baiq
11:11: Apa yang Kau Lihat?,"
Horror            ",2019,Andy Manoppo
Reva: Guna Guna,"
Horror            ",2019,Jose Poernomo
Anak Hoki,"
Drama            ",2019,Ginanti Rona Tembang Sari
Taufiq: Lelaki yang Menantang Badai,"
Drama            ",2019,Ismail Basbeth
Lukisan Ratu Kidul,"
Horror            ",2019,Ginanti Rona Tembang Sari
Yowis Ben 2,"
Comedy, Drama            ",2019,Fajar Nugros
Roy Kiyoshi: The Untold Story,"
Horror            ",2019,Jose Poernomo
MatiAnak,"
Horror            ",2019,Derby Romero
The Sacred Riana: Beginning,"
Horror            ",2019,Billy Christian
Leak (Penangkeb),"
Horror            ",2019,Mimi Jegon
Kuambil Lagi Hatiku,"
Drama            ",2019,Azhar Kinoi Lubis
Once Upon a Time in Indonesia,"
Action, Crime, Drama            ",2020,Asun Mawardi
Nikah Yuk,"
Drama            ",2020,Adhe Dharmastriya
The Exocet,"
Drama, Sport            ",2020,Robby Ertanto
Mangga Muda,"
Comedy, Drama            ",2020,Girry Pratama
The Ex-Lover Shop,"
Comedy, Drama, Romance            ",2020,Viva Westi
Crazy Awesome Teachers,"
Comedy, Drama            ",2020,Sammaria Simanjuntak
Warkop DKI Reborn 4,"
Adventure, Comedy            ",2020,Rako Prijanto
The Garuda Kids,"
Adventure, Drama            ",2020,Faozan Rizal
One Day We'll Talk About Today,"
Drama, Family            ",2020,Angga Dwimas Sasongko
May the Devil Take You Too,"
Fantasy, Horror, Mystery            ",2020,Timo Tjahjanto
The Storylines,"
Biography, Drama            ",2020,Danial Rifki
Dignitate,"
Drama            ",2020,Fajar Nugros
Rasuk 2,"
Horror            ",2020,Rizal Mantovani
Mangkujiwo,"
Horror            ",2020,Azhar Kinoi Lubis
My Diaries,"
Adventure, Comedy, Family            ",2020,Angling Sagaran
Demi Waktu,"
Biography, Drama            ",2020,Faozan Rizal
Milea,"
Drama, Romance            ",2020,Pidi Baiq
Titus: Mystery of the Enygma,"
Animation, Adventure, Comedy            ",2020,Dineshkumar Subashchandra
Pesugihan: Bersekutu dengan Iblis,"
Horror            ",2020,Hanny Saputra
Detak,"
Thriller            ",2020,Yongki Ongestu
Letter from Death,"
Horror            ",2020,Hestu Saputra
Fetus,"
Horror            ",2020,Ook Budiyono
Si Doel the Movie 3,"
Drama, Romance            ",2020,Rano Karno
Mariposa,"
Comedy, Drama, Romance            ",2020,Fajar Bustomi
Klub Kecanduan Mantan,"
Comedy, Drama            ",2020,Rachel Amanda
Wedding Partner,"
Comedy, Drama            ",2020,Iip Sariful Hanan
#FriendButMarried 2,"
Biography, Comedy, Drama            ",2020,Rako Prijanto
4 Mantan,"
Thriller            ",2020,Hanny Saputra
Riki Rhino,"
Animation, Adventure, Family            ",2020,Erwin Budiono
Tenripada,"
Drama            ",2020,Syahrir Arsyad Dini
Tarung Sarung,"
Action, Adventure, Drama            ",2020,Archie Hekagery
I Know When You Dead,"
Horror            ",2020,Hadrah Daeng Ratu
Whipped,"
Comedy, Drama, Romance            ",2020,Chandra Liow
Bus Om Bebek,"
Family            ",2020,Aditya Gumay
100% Halal,"
Drama            ",2020,Jastis Arimba
The Ghost Painter,"
Comedy, Horror            ",2020,Arie Kriting
Sabar Ini Ujian,"
Adventure, Comedy, Drama            ",2020,Anggy Umbara
Titisan Setan: Chapter Two,"
Horror            ",2020,Agusti Tanjung
Generasi 90an: Melankolia,"
Drama            ",2020,Mohammad Irfan Ramly
Kuyang,"
Drama            ",2020,Ismail Basbeth
Under the Age,"
Drama, Romance            ",2020,Emil Heradi
Malik and Elsa,"
Drama, Romance            ",2020,Eddy Prasetya
Lantai 4,"
Horror            ",2020,Wahyu Nugroho
Walking Dead - Tomate,"
Horror            ",2020,Eka Katili
Arwah Tumbal Nyai the Trilogy: Part Tumbal,"
Horror            ",2020,Arie Azis
Iblis Dalam Kandungan,"
Horror            ",2020,Adhe Dharmastriya
Love like the Falling Rain,"
Adventure, Drama, Fantasy            ",2020,Lasja Fauzia
The Boy with Moving Image,"
Comedy, Drama, Mystery            ",2020,Roufy Nasution
Benyamin the Troublemaker 2,"
Comedy            ",2020,Hanung Bramantyo
Angel Finds Wings,"
Drama            ",2020,Aria Kusumadewa
Story of Kale: When Someone's in Love,"
Drama, Romance            ",2020,Angga Dwimas Sasongko
Everyday Is a Lullaby,"
Drama, Mystery, Thriller            ",2020,Putrama Tuta
A Million of Loves for You,"
Drama, Family            ",2020,Herwin Novianto
Denting Kematian,"
Horror, Mystery, Thriller            ",2020,Rudy Soedjarwo
X-tra Absurd,"
Comedy, Horror            ",2020,Rangga Nattra
Nona,"
Adventure, Drama, Family            ",2020,Anggi Frisca
Asih 2,"
Horror            ",2020,Rizal Mantovani
Darah Biru Arema 2,"
Biography, Drama, Sport            ",2020,Taufan Agustyan
Mars and Venus (Collabs Version),"
Comedy, Drama            ",2020,Hadrah Daeng Ratu
Quarantine Tales,"
Drama, Thriller            ",2020,Ifa Isfansyah
Lily of the Valley,"
Drama            ",2020,Giovanni Rustanto
Louse,"
Drama            ",2020,Amir Pohan
Preman,"
Action, Crime, Drama            ",2021,Randolph Zaini
Satria Dewa: Gatotkaca,"
Action, Drama, Fantasy            ",2021,See full summary
Si Juki the Movie 2,"
Animation, Adventure, Comedy            ",2021,
Buya Hamka,"
Drama            ",2021,Fajar Bustomi
Ranah 3 Warna,"
Drama            ",2021,
Virgo and the Sparklings,"
Action, Drama, Romance            ",2021,Ody C. Harahap
